chromosome	ID_locus1	ID_locus2	interaction_status	distance
chr6	HIST1H4F	chr6_26244134	stable	5393
chr6	KCNK5	chr6_39211951	stable	16693
chr6	U6.1126	chr6_158373098	stable	21423
chr6	SYNJ2	chr6_158449609	stable	48133
chr6	HIST1H2BF	HIST1H4G	stable	44685
chr6	PM20D2	chr6_89864975	stable	10142
chr6	SLC16A10	chr6_111418818	stable	20853
chr6	MIR587	chr6_107250068	stable	19421
chr6	ARMC2-AS1	chr6_109261883	stable	17337
chr6	CMAHP	chr6_25223693	stable	8883
chr6	TAAR5	chr6_132911164	stable	5426
chr6	HEBP2	chr6_138729321	stable	19528
chr6	PLAGL1	chr6_144393448	stable	12317
chr6	PRSS35	chr6_84230714	stable	9168
chr6	HIST1H1D	HIST1H3F	stable	14929
chr6	RRP36	CUL7	stable	29428
chr6	CLIC5	chr6_46052270	stable	4711
chr6	AGPAT4	chr6_161703679	stable	9637
chr6	snoU13.83	chr6_74124417	stable	24432
chr6	HIST1H3I	chr6_27849445	stable	11824
chr6	snoU13.404	chr6_76582464	stable	16750
chr6	POU3F2	chr6_99299239	stable	21126
chr6	HIST1H4H	chr6_26307287	stable	22227
chr6	HIST1H4J	HIST1H4L	stable	49416
chr6	SDIM1	chr6_166335072	stable	26603
chr6	HIST1H2BK	chr6_27128725	stable	15278
chr6	PKHD1	chr6_51960006	stable	16891
chr6	MCM3	chr6_52157920	stable	8255
chr6	FILIP1	chr6_76220879	stable	17610
chr6	HIST1H3E	HIST1H4G	stable	21111
chr6	PSMB1	chr6_170888501	stable	31639
chr6	SYNCRIP	chr6_86375744	stable	25505
chr6	TAAR5	chr6_132916761	stable	11023
chr6	NCR2	chr6_41312431	stable	13900
chr6	MLIP-AS1	chr6_53949622	stable	7342
chr6	ARMC2-AS1	chr6_109251880	stable	7334
chr6	GCNT2	chr6_10503133	stable	14321
chr6	HIST1H4H	chr6_26291438	stable	6378
chr6	TSTD3	chr6_99978797	stable	14183
chr6	U1.36	chr6_76196815	stable	17667
chr6	HTR1E	chr6_87650522	stable	4197
chr6	ZSCAN16	chr6_28097824	stable	5498
chr6	HIST1H3I	chr6_27852999	stable	15378
chr6	HIST1H1B	HIST1H2BO	stable	26684
chr6	MCM3	chr6_52261052	stable	111387
chr6	PCMT1	chr6_150074810	stable	4571
chr6	GPR111	chr6_47634935	stable	13683
chr6	SNORA20	chr6_160201974	stable	6679
chr6	GGNBP1	SBP1	stable	104357
chr6	REV3L	chr6_111808655	stable	6397
chr6	U1.36	FILIP1	stable	24121
chr6	HIST1H2BG	chr6_26217489	stable	5797
chr6	snoU13.88	chr6_109623124	stable	16082
chr6	MRPL2	PTK7	stable	18936
chr6	SH3BGRL2	chr6_80355677	stable	14932
chr6	snoU13.451	chr6_157724442	stable	13214
chr6	WASF1	chr6_110509880	stable	10875
chr6	ZNF76	chr6_35247678	stable	29399
chr6	STK38	chr6_36520242	stable	5769
chr6	snoU13.132	chr6_114171886	stable	11044
chr6	MTFR2	chr6_136574655	stable	3585
chr6	EEF1E1	chr6_8115748	stable	18880
chr6	U6.1002	chr6_76321178	stable	21335
chr6	MAP7	chr6_136886237	stable	17640
chr6	SCAF8	chr6_155071990	stable	19638
chr6	SLC29A1	chr6_44205641	stable	22997
chr6	HEBP2	chr6_138731473	stable	21680
chr6	ELOVL2	chr6_11056851	stable	14049
chr6	FYN	chr6_112216113	stable	29810
chr6	SH3BGRL2	chr6_80354263	stable	13518
chr6	SCARNA15.2	chr6_43521239	stable	12712
chr6	ARHGAP18	chr6_130036739	stable	10321
chr6	FBXO9	chr6_52918424	stable	4094
chr6	TFAP2D	chr6_50688299	stable	7105
chr6	SNORA20	TCP1	stable	13302
chr6	DCBLD1	chr6_117878278	stable	108906
chr6	BAG2	chr6_57052296	stable	17467
chr6	snoU13.132	chr6_114171069	stable	10227
chr6	BTN2A1	chr6_26474401	stable	18490
chr6	UBE2J1	chr6_90072381	stable	11653
chr6	FAXC	chr6_99801639	stable	5845
chr6	SNORD45.3	chr6_166516523	stable	6040
chr6	TMEM242	chr6_157753025	stable	9515
chr6	WRNIP1	chr6_2780672	stable	23487
chr6	BTBD9	chr6_38616291	stable	16771
chr6	HDAC2	chr6_114343618	stable	18035
chr6	TDRD6	chr6_46658577	stable	3815
chr6	U6.199	chr6_111429113	stable	17132
chr6	AMD1	chr6_111200240	stable	7402
chr6	RNU7-65P	chr6_49313268	stable	3129
chr6	MIR3925	chr6_36651291	stable	65116
chr6	CNR1	chr6_88880635	stable	6129
chr6	MAP7	chr6_136884290	stable	15693
chr6	CCDC167	chr6_37509105	stable	41997
chr6	TCP11	chr6_35125784	stable	10448
chr6	ZSCAN16	chr6_28105956	stable	13630
chr6	FKBP5	chr6_35708571	stable	13737
chr6	MCM9	chr6_119258806	stable	20540
chr6	ZKSCAN3	chr6_28329410	stable	17196
chr6	ARMC2-AS1	chr6_109284663	stable	40117
chr6	DYNLT1	chr6_159080930	stable	17198
chr6	U6.466	chr6_42009484	stable	24206
chr6	TUBE1	chr6_112422274	stable	14987
chr6	STX11	chr6_144492436	stable	26837
chr6	TREML1	chr6_41122471	stable	6583
chr6	BMP6	chr6_7729966	stable	3909
chr6	GPR116	chr6_46930343	stable	10348
chr6	YIPF3	chr6_43500183	stable	16876
chr6	GMPR	chr6_16241598	stable	4864
chr6	U6.459	chr6_120859699	stable	15737
chr6	CDKN1A	chr6_36659224	stable	19351
chr6	OLIG3	chr6_137837364	stable	25708
chr6	snoU13.408	chr6_163649388	stable	1954
chr6	PGC	chr6_41731637	stable	14446
chr6	FRK	chr6_116390641	stable	15565
chr6	SCML4	chr6_108153679	stable	11022
chr6	HDGFL1	chr6_22579174	stable	14408
chr6	SLC16A10	chr6_111425371	stable	27406
chr6	WISP3	chr6_112388182	stable	14604
chr6	snoU13.368	snoU13.93	stable	11713
chr6	HIST1H4H	chr6_26299569	stable	14509
chr6	PLEKHG1	chr6_150921909	stable	1307
chr6	IBTK	chr6_82958938	stable	2582
chr6	MTFR2	chr6_136573083	stable	2013
chr6	WTAP	SOD2	stable	38160
chr6	SFT2D1	chr6_166766350	stable	10851
chr6	SCGN	chr6_25653513	stable	3041
chr6	B3GAT2	chr6_71676623	stable	12593
chr6	ADGB	chr6_146933827	stable	15858
chr6	MIR3691	chr6_5165267	stable	17878
chr6	MCM3	chr6_52270306	stable	120641
chr6	HIST1H4G	chr6_26261130	stable	16763
chr6	ZC2HC1B	chr6_144188173	stable	3305
chr6	IFNGR1	chr6_137544440	stable	10215
chr6	TSTD3	chr6_99982210	stable	17596
chr6	PPP1R14C	snoU13.152	stable	31938
chr6	ZNF165	chr6_28065097	stable	20996
chr6	FAM65B	chr6_25048157	stable	8783
chr6	FRS3	chr6_41762446	stable	9661
chr6	PNLDC1	chr6_160245358	stable	28264
chr6	HCRTR2	chr6_55048487	stable	14470
chr6	snoU13.152	chr6_150514272	stable	29516
chr6	NRN1	chr6_6022726	stable	27146
chr6	FAM217A	chr6_4100647	stable	23929
chr6	PTPRK	chr6_128848560	stable	7357
chr6	SCAF8	chr6_155075415	stable	23063
chr6	TCTE3	chr6_170165167	stable	16912
chr6	Z99129.1	chr6_122886639	stable	13360
chr6	RNU7-65P	chr6_49312610	stable	2471
chr6	MIR4644	chr6_170656090	stable	28891
chr6	ADTRP	chr6_11813187	stable	8607
chr6	STK38	chr6_36552924	stable	38451
chr6	RSPH3	chr6_159432729	stable	17373
chr6	AIG1	chr6_143394895	stable	14512
chr6	SERPINB1	chr6_2847610	stable	6708
chr6	RNU7-91P	RANBP9	stable	31517
chr6	HBS1L	chr6_135430281	stable	7728
chr6	SYNJ2	chr6_158439811	stable	38335
chr6	U6.524	chr6_43470594	stable	31424
chr6	U8.20	chr6_155246462	stable	31760
chr6	HIST1H2BC	HIST1H1E	stable	22971
chr6	TCP1	chr6_160231401	stable	22804
chr6	USP49	chr6_41898323	stable	37480
chr6	UNC5CL	chr6_41024261	stable	29603
chr6	DSP	chr6_7555205	stable	16548
chr6	U6.631	chr6_151942618	stable	19431
chr6	TPMT	chr6_18158739	stable	4163
chr6	TMEM242	chr6_157749533	stable	6023
chr6	ZBTB2	chr6_151760514	stable	50502
chr6	U6.490	chr6_14662109	stable	21703
chr6	PIM1	chr6_37173774	stable	37552
chr6	RRAGD	chr6_90131011	stable	10534
chr6	SNORD65.2	chr6_67924730	stable	11073
chr6	SLC22A2	chr6_160699560	stable	3532
chr6	RNU7-133P	chr6_14164629	stable	11697
chr6	SCGN	chr6_25656130	stable	5658
chr6	SNAP91	chr6_84433692	stable	17369
chr6	MLLT4	chr6_168231231	stable	5093
chr6	HIST1H4L	HIST1H2BO	stable	20653
chr6	CNPY3	chr6_42921848	stable	25309
chr6	RANBP9	chr6_13760320	stable	50165
chr6	NDUFAF4	chr6_97347742	stable	8617
chr6	U6.459	chr6_120859225	stable	15263
chr6	SLC26A8	chr6_36001415	stable	18125
chr6	SNORD28.1	chr6_156722073	stable	22804
chr6	SYNJ2	chr6_158443180	stable	41704
chr6	NCR2	chr6_41321171	stable	22640
chr6	SCGN	chr6_25657844	stable	7372
chr6	HMGCLL1	chr6_55446489	stable	7898
chr6	SNORA2.2	chr6_149932252	stable	17764
chr6	PCMT1	chr6_150071553	stable	1314
chr6	GUCA1B	chr6_42170742	stable	12122
chr6	CENPW	chr6_126673294	stable	21767
chr6	CLIC5	chr6_46055170	stable	7611
chr6	PREP	chr6_105858513	stable	9847
chr6	CUL9	chr6_43162894	stable	19510
chr6	SERPINB1	chr6_2930699	stable	89797
chr6	snoU13.368	chr6_34672491	stable	31512
chr6	LYRM4	chr6_5274755	stable	14431
chr6	TXNDC5	chr6_7923546	stable	23640
chr6	SPATS1	chr6_44324807	stable	14723
chr6	POLR1C	chr6_43500183	stable	25952
chr6	IYD	chr6_150706370	stable	20701
chr6	HIST1H2BK	chr6_27132928	stable	19481
chr6	HIST1H2AD	HIST1H3F	stable	52957
chr6	CCR6	chr6_167546671	stable	26574
chr6	MOCS1	chr6_39906539	stable	6010
chr6	CPNE5	chr6_36813861	stable	16994
chr6	CRISP3	chr6_49713405	stable	5260
chr6	snoU13.79	chr6_18413510	stable	14067
chr6	RUNX2	chr6_45296034	stable	1037
chr6	TAGAP	chr6_159499189	stable	33413
chr6	SLC22A3	chr6_160776149	stable	12965
chr6	QKI	chr6_163848899	stable	15534
chr6	HIST1H2BK	chr6_27144207	stable	30760
chr6	MOXD1	chr6_132728100	stable	13695
chr6	EDN1	chr6_12305223	stable	17582
chr6	CNPY3	MEA1	stable	77861
chr6	CRISP3	chr6_49724185	stable	16040
chr6	COQ3	chr6_99850902	stable	9346
chr6	PRR18	chr6_166734740	stable	18845
chr6	BCLAF1	chr6_136615909	stable	10003
chr6	ECHDC1	chr6_127669025	stable	5334
chr6	HDDC2	chr6_126085884	stable	466709
chr6	TAGAP	chr6_159497899	stable	32123
chr6	PLA2G7	chr6_46715004	stable	25380
chr6	FAM162B	chr6_117092805	stable	6692
chr6	snoU13.433	chr6_7065645	stable	27196
chr6	MLN	chr6_33787626	stable	23670
chr6	DLK2	chr6_43454935	stable	33038
chr6	RSPH4A	chr6_116942356	stable	8509
chr6	U6.469	chr6_17631573	stable	19421
chr6	RIOK1	chr6_7395859	stable	6453
chr6	BACH2	chr6_91013565	stable	8222
chr6	BAK1	SBP1	stable	112944
chr6	RSPO3	chr6_127452237	stable	15105
chr6	HDDC2	chr6_126072245	stable	453070
chr6	REV3L	chr6_111813678	stable	11420
chr6	CNPY3	chr6_42919847	stable	23308
chr6	SNORD28.1	chr6_156721187	stable	21918
chr6	ZBTB2	chr6_151734765	stable	24753
chr6	IP6K3	LEMD2	stable	35006
chr6	HIST1H4B	HIST1H2BB	stable	8447
chr6	FUCA2	PHACTR2	stable	25177
chr6	BTN2A1	chr6_26475721	stable	19810
chr6	KIF25	chr6_168403717	stable	7724
chr6	CCDC167	MIR4462	stable	46314
chr6	GJB7	chr6_88048622	stable	10421
chr6	CCDC167	chr6_37497013	stable	29905
chr6	OSTM1	chr6_108507369	stable	23730
chr6	AIM1	chr6_106969425	stable	16973
chr6	KCNQ5-AS1	chr6_73859136	stable	6186
chr6	TNFAIP3	chr6_138250779	stable	63924
chr6	SNORA2.2	chr6_149929555	stable	15067
chr6	ZKSCAN4	chr6_28240212	stable	19929
chr6	snoU13.72	chr6_1191108	stable	7651
chr6	RFPL4B	chr6_112678367	stable	12220
chr6	CUL9	chr6_43156746	stable	13362
chr6	TXLNB	chr6_139614612	stable	6283
chr6	AARS2	chr6_44313229	stable	33779
chr6	SOD2	chr6_160191140	stable	8860
chr6	SMPD2	chr6_109773110	stable	16906
chr6	NT5E	chr6_86172566	stable	14672
chr6	EYA4	chr6_133564830	stable	4163
chr6	MIR5685	chr6_53150206	stable	8991
chr6	snoU13.293	chr6_11088429	stable	10827
chr6	UNC5CL	chr6_41030744	stable	36086
chr6	IL17F	chr6_52128924	stable	21487
chr6	RNF8	chr6_37336752	stable	26218
chr6	HIST1H2AD	chr6_26237081	stable	40195
chr6	HIST1H4K	chr6_27827418	stable	34971
chr6	U6.469	chr6_17634508	stable	22356
chr6	SLC22A3	chr6_160774464	stable	11280
chr6	MIR4645	SERPINB9	stable	51765
chr6	TNFAIP3	chr6_138258227	stable	71372
chr6	UHRF1BP1	chr6_34773672	stable	27303
chr6	OLIG3	chr6_137855789	stable	44133
chr6	U6.610	chr6_148601504	stable	5690
chr6	TBX18	chr6_85485603	stable	13021
chr6	RRAGD	chr6_90136088	stable	15611
chr6	CNPY3	PEX6	stable	42045
chr6	FRS3	chr6_41755425	stable	2640
chr6	TCP1	chr6_160238940	stable	30343
chr6	VGLL2	chr6_117605782	stable	26100
chr6	AIRN	chr6_160433239	stable	7106
chr6	MIR4642	chr6_44413238	stable	10143
chr6	NQO2	chr6_3055662	stable	68040
chr6	DAAM2	chr6_39781821	stable	27726
chr6	AIM1	chr6_106970418	stable	17966
chr6	OGFRL1	chr6_72017657	stable	22142
chr6	PHACTR1	chr6_12730334	stable	13048
chr6	ZNF292	chr6_87866152	stable	12985
chr6	SMOC2	chr6_168851950	stable	16366
chr6	OLIG3	chr6_137841022	stable	29366
chr6	PPP1R3G	chr6_5090604	stable	9103
chr6	HIST1H2AL	HIST1H3I	stable	7805
chr6	SEC63	chr6_108302779	stable	24654
chr6	LRRC16A	chr6_25486109	stable	209648
chr6	RNF182	chr6_13944435	stable	19827
chr6	FAM46A	chr6_82476667	stable	16484
chr6	IRAK1BP1	chr6_79590989	stable	17280
chr6	MCM3	chr6_52266153	stable	116488
chr6	U3.44	chr6_42408247	stable	38196
chr6	SRSF3	chr6_36566774	stable	6343
chr6	MCM3	EFHC1	stable	130413
chr6	MED20	chr6_41908042	stable	23698
chr6	HIST1H3F	chr6_26261130	stable	11287
chr6	ERVFRD-1	chr6_11115619	stable	9311
chr6	DDO	chr6_110757335	stable	17303
chr6	U3.44	chr6_42398909	stable	28858
chr6	POU3F2	chr6_99292816	stable	14703
chr6	ZKSCAN8	chr6_28216179	stable	107208
chr6	RSPH4A	chr6_116942661	stable	8814
chr6	U6.469	chr6_17625786	stable	13634
chr6	SNORA73.3	chr6_89427470	stable	6606
chr6	DACT2	chr6_168726527	stable	11372
chr6	PRDM13	chr6_100066366	stable	16426
chr6	TSTD3	chr6_99983062	stable	18448
chr6	HIST1H2BF	HIST1H3G	stable	71360
chr6	PPARD	chr6_35389050	stable	79421
chr6	SERPINB1	chr6_2921475	stable	80573
chr6	MIR3691	chr6_5174246	stable	26857
chr6	CRISP3	chr6_49732394	stable	24249
chr6	U6.1157	chr6_40384897	stable	12229
chr6	GLP1R	chr6_39029347	stable	13461
chr6	snoU13.45	chr6_37251124	stable	37080
chr6	MIR3918	chr6_159196579	stable	11484
chr6	UHRF1BP1	chr6_34782180	stable	35811
chr6	IYD	chr6_150709033	stable	23364
chr6	U2.51	chr6_28386253	stable	9576
chr6	ATG5	chr6_106778258	stable	9818
chr6	ZNF292	chr6_87862960	stable	9793
chr6	HECA	chr6_139473777	stable	20713
chr6	SRSF3	chr6_36566162	stable	5731
chr6	SLC18B1	chr6_133126302	stable	7933
chr6	TPBG	chr6_83078572	stable	8015
chr6	POPDC3	chr6_105639428	stable	13846
chr6	SLC29A1	HSP90AB1	stable	27204
chr6	MIR4462	chr6_37532809	stable	19387
chr6	EYS	chr6_66417483	stable	3333
chr6	ZBTB24	chr6_109820790	stable	26356
chr6	snoU13.433	chr6_7058794	stable	20345
chr6	SYNJ2	chr6_158489191	stable	87715
chr6	U6.870	SEC63	stable	29319
chr6	U8.20	chr6_155241648	stable	26946
chr6	TREM2	chr6_41139922	stable	9456
chr6	PEX6	chr6_42973159	stable	34575
chr6	CLVS2	chr6_123327188	stable	11472
chr6	OLIG3	chr6_137858385	stable	46729
chr6	PRICKLE4	chr6_41755425	stable	8899
chr6	CCDC167	chr6_37506884	stable	39776
chr6	COX7A2	chr6_75976993	stable	22098
chr6	PRDM1	chr6_106552968	stable	21044
chr6	FAM217A	chr6_4100054	stable	23336
chr6	U6.469	chr6_17625154	stable	13002
chr6	MIR3145	chr6_138766863	stable	15821
chr6	SNORD112.27	chr6_137865397	stable	4408
chr6	HS3ST5	chr6_114669181	stable	8063
chr6	ZNF184	chr6_27477682	stable	40879
chr6	snoU13.45	chr6_37248098	stable	34054
chr6	LEMD2	chr6_33802146	stable	55793
chr6	UBE2J1	chr6_90077417	stable	16689
chr6	U6.455	chr6_42640455	stable	9524
chr6	PSMB1	chr6_170877329	stable	20467
chr6	TBX18	chr6_85489383	stable	16801
chr6	AARS2	chr6_44307606	stable	28156
chr6	PEX6	chr6_42984372	stable	45788
chr6	SLC17A4	chr6_25775743	stable	22502
chr6	MIR4642	chr6_44423088	stable	19993
chr6	PBOV1	chr6_138548385	stable	10873
chr6	NHLRC1	chr6_18138929	stable	16717
chr6	snoU13.312	chr6_151679910	stable	26360
chr6	GFOD1	chr6_13505929	stable	19158
chr6	TULP4	chr6_158745466	stable	12916
chr6	ITPR3	chr6_33619700	stable	42931
chr6	MYLK4	WRNIP1	stable	6360
chr6	ZNF184	chr6_27460213	stable	23410
chr6	SNORD28.1	chr6_156717895	stable	18626
chr6	PIM1	chr6_37165863	stable	29641
chr6	SFT2D1	chr6_166763704	stable	8205
chr6	SDIM1	chr6_166336593	stable	28124
chr6	TNFRSF21	chr6_47291671	stable	14087
chr6	ZBTB2	chr6_151757590	stable	47578
chr6	U6.455	chr6_42837135	stable	206204
chr6	SNX14	SNORD50A	stable	81844
chr6	KIF25	chr6_168409983	stable	13990
chr6	MCM3	PAQR8	stable	71858
chr6	TCP1	chr6_160229926	stable	21329
chr6	GLYATL3	chr6_49486284	stable	19563
chr6	FAM184A	chr6_119474028	stable	4942
chr6	HDDC2	chr6_126074531	stable	455356
chr6	MIR4464	chr6_91034029	stable	14802
chr6	FHL5	chr6_97014853	stable	5198
chr6	RSPH3	chr6_159528790	stable	113434
chr6	snoU13.83	chr6_74126854	stable	26869
chr6	SLC29A1	SLC35B2	stable	41558
chr6	ZKSCAN8	ZKSCAN4	stable	111312
chr6	BLOC1S5-TXNDC5	chr6_8076099	stable	18390
chr6	U3.44	chr6_42400002	stable	29951
chr6	DCBLD1	chr6_117782856	stable	13484
chr6	IL17F	chr6_52131236	stable	23799
chr6	RNU4ATAC18P	SNORA29	stable	73366
chr6	AIM1	chr6_106964416	stable	11964
chr6	MED20	chr6_41996469	stable	112125
chr6	LRRC16A	chr6_25491141	stable	214680
chr6	CDKAL1	chr6_20546758	stable	12251
chr6	MIR3691	chr6_5167496	stable	20107
chr6	SMPDL3A	chr6_123115929	stable	6968
chr6	POLR1C	chr6_43492288	stable	18057
chr6	ZKSCAN8	chr6_28123423	stable	14452
chr6	IL17A	chr6_52072151	stable	22644
chr6	PHACTR2	chr6_143889887	stable	33528
chr6	CCDC167	chr6_37530421	stable	63313
chr6	U6.166	chr6_18318009	stable	14577
chr6	CEP85L	chr6_119091599	stable	63984
chr6	FRS3	chr6_41760631	stable	7846
chr6	TRNAI6	chr6_27609667	stable	16393
chr6	RTN4IP1	chr6_107097609	stable	21191
chr6	MIR548H5	chr6_132115409	stable	11307
chr6	FOXP4	chr6_41524592	stable	23703
chr6	FAM50B	chr6_3862585	stable	14881
chr6	FAM26E	chr6_116841826	stable	10817
chr6	AIRN	chr6_160429213	stable	3080
chr6	SYNJ2	chr6_158452182	stable	50706
chr6	OR2B6	chr6_27928620	stable	5097
chr6	snoU13.404	chr6_76587511	stable	21797
chr6	MIR133B	chr6_52025017	stable	13557
chr6	TINAG	chr6_54180833	stable	12612
chr6	RANBP9	chr6_13739595	stable	29440
chr6	HIST1H3G	chr6_26301206	stable	30164
chr6	IGF2R	chr6_160433239	stable	43732
chr6	MAPK13	chr6_36153689	stable	65209
chr6	MLIP-AS1	chr6_53949515	stable	7235
chr6	HECA	chr6_139466564	stable	13500
chr6	SNORD45.3	chr6_166528648	stable	18165
chr6	SNORA29	PNLDC1	stable	12067
chr6	TMEM151B	chr6_44288435	stable	53509
chr6	U6.1126	chr6_158371555	stable	19880
chr6	SNORD45.4	chr6_38193191	stable	25587
chr6	RFPL4B	chr6_112671932	stable	5785
chr6	PRDM1	chr6_106550990	stable	19066
chr6	SNORA20	chr6_160204133	stable	8838
chr6	ZSCAN9	chr6_28197446	stable	4884
chr6	DCBLD1	chr6_117788074	stable	18702
chr6	ZSCAN9	chr6_28200891	stable	8329
chr6	VGLL2	chr6_117609418	stable	29736
chr6	SFT2D1	chr6_166768868	stable	13369
chr6	U3.60	chr6_53025302	stable	13121
chr6	ENPP5	chr6_46153342	stable	15307
chr6	PRDM1	chr6_106560195	stable	28271
chr6	TAGAP	chr6_159507964	stable	42188
chr6	U6.737	chr6_46008992	stable	22776
chr6	HDGFL1	chr6_22584813	stable	20047
chr6	SERPINB6	NQO2	stable	26196
chr6	OLIG3	chr6_137848494	stable	36838
chr6	CAP2	chr6_17394862	stable	3794
chr6	U1.93	chr6_36627904	stable	25114
chr6	SLC17A3	chr6_25887142	stable	5797
chr6	MAPK13	chr6_36149208	stable	60728
chr6	snoU13.72	chr6_1195759	stable	12302
chr6	BACH2	chr6_91017625	stable	12282
chr6	PEX6	chr6_42987343	stable	48759
chr6	SYNJ2	chr6_158468278	stable	66802
chr6	TULP4	chr6_158748560	stable	16010
chr6	CNKSR3	chr6_154845159	stable	14747
chr6	MMS22L	chr6_97738043	stable	13882
chr6	MIR3691	chr6_5170122	stable	22733
chr6	snoU13.79	chr6_18423272	stable	23829
chr6	HSP90AB1	chr6_44223056	stable	13208
chr6	QKI	chr6_163850223	stable	16858
chr6	RTN4IP1	chr6_107104674	stable	28256
chr6	MIR30A	chr6_72126575	stable	20742
chr6	TIAM2	chr6_155155278	stable	3403
chr6	TDRD6	chr6_46672110	stable	17348
chr6	RNU7-133P	chr6_14165601	stable	12669
chr6	MAP7	chr6_136886732	stable	18135
chr6	CNKSR3	chr6_154834737	stable	4325
chr6	U6.1101	chr6_129758376	stable	9425
chr6	snoU13.132	chr6_114169760	stable	8918
chr6	HEBP2	chr6_138734335	stable	24542
chr6	PGBD1	chr6_28251599	stable	6960
chr6	TNFAIP3	chr6_138262494	stable	75639
chr6	TREM2	chr6_41143328	stable	12862
chr6	U6.455	chr6_42835408	stable	204477
chr6	ZNF165	chr6_28052659	stable	8558
chr6	USP49	chr6_42007384	stable	146541
chr6	OGFRL1	chr6_72017348	stable	21833
chr6	STK38	chr6_36547386	stable	32913
chr6	NRN1	chr6_6020715	stable	25135
chr6	RSPO3	chr6_127459575	stable	22443
chr6	IL17F	chr6_52133677	stable	26240
chr6	MYB-AS1	chr6_135536258	stable	22687
chr6	ARMC2-AS1	chr6_109271881	stable	27335
chr6	SNORA27.3	chr6_137188666	stable	18808
chr6	TDRG1	chr6_40311905	stable	11475
chr6	HIST1H2BG	HIST1H4G	stable	32675
chr6	FILIP1	chr6_76222251	stable	18982
chr6	Z84488.1	chr6_116790908	stable	15201
chr6	U3.44	chr6_42411068	stable	41017
chr6	U1.51	TMEM170B	stable	35576
chr6	CAP2	chr6_17407366	stable	16298
chr6	DYNLT1	chr6_159071603	stable	7871
chr6	RWDD2A	chr6_83919497	stable	29150
chr6	SNAP91	chr6_84435723	stable	19400
chr6	LIN28B	chr6_105405356	stable	2336
chr6	IRF4	chr6_445829	stable	54693
chr6	LRRC16A	chr6_25476902	stable	200441
chr6	DCBLD1	chr6_117871723	stable	102351
chr6	snoU13.88	chr6_109629804	stable	22762
chr6	LRRC16A	chr6_25308454	stable	31993
chr6	ZNF184	chr6_27472149	stable	35346
chr6	AIM1	chr6_107003294	stable	50842
chr6	SLC35A1	chr6_88197304	stable	22235
chr6	MPC1	chr6_166823874	stable	28532
chr6	LEMD2	chr6_33805349	stable	58996
chr6	SLC17A3	chr6_25893698	stable	12353
chr6	CD2AP	chr6_47461545	stable	16789
chr6	U6.264	chr6_15338121	stable	13511
chr6	NQO2	chr6_3027275	stable	39653
chr6	snoU13.79	chr6_18416940	stable	17497
chr6	BCLAF1	chr6_136620876	stable	14970
chr6	U6.118	RTN4IP1	stable	25945
chr6	TFAP2D	chr6_50690634	stable	9440
chr6	TDRG1	chr6_40321549	stable	21119
chr6	SLC17A3	chr6_25894089	stable	12744
chr6	PREP	chr6_105871173	stable	22507
chr6	PHF10	TCTE3	stable	24571
chr6	Z99129.1	chr6_122888626	stable	15347
chr6	PEX6	CUL7	stable	80016
chr6	MED23	RNU4-18P	stable	12708
chr6	FAM26E	chr6_116843980	stable	12971
chr6	CRISP3	chr6_49728425	stable	20280
chr6	SMPDL3A	chr6_123122947	stable	13986
chr6	SLC17A5	chr6_74382258	stable	21943
chr6	HIST1H2AD	chr6_26267467	stable	70581
chr6	BCLAF1	chr6_136620282	stable	14376
chr6	SLC17A2	chr6_25936938	stable	8449
chr6	THBS2	chr6_169662093	stable	11812
chr6	MIR4642	chr6_44421357	stable	18262
chr6	HIST1H4K	chr6_27852999	stable	60552
chr6	snoU13.88	chr6_109633342	stable	26300
chr6	GUCA1A	chr6_42140162	stable	21706
chr6	MIR548A1	chr6_18588700	stable	17763
chr6	SASH1	chr6_148611676	stable	18491
chr6	RWDD2A	chr6_83910496	stable	20149
chr6	U6.1126	chr6_158375571	stable	23896
chr6	U3.44	chr6_42392176	stable	22125
chr6	GFOD1-AS1	chr6_13505929	stable	20225
chr6	ZKSCAN8	chr6_28119142	stable	10171
chr6	SLC17A1	chr6_25844477	stable	13057
chr6	U6.1157	chr6_40387061	stable	14393
chr6	VGLL2	chr6_117600312	stable	20630
chr6	TCP1	chr6_160228540	stable	19943
chr6	MCM3	chr6_52243166	stable	93501
chr6	ID4	chr6_19846157	stable	9263
chr6	IGF2R	chr6_160407699	stable	18192
chr6	U3.81	chr6_114119930	stable	24083
chr6	MTFR2	chr6_136575287	stable	4217
chr6	MAPK13	chr6_36123484	stable	35004
chr6	BTN3A2	BTN2A2	stable	16848
chr6	ZNF184	chr6_27455331	stable	18528
