chromosome	IDs	expression
chr6	chr6_5337891	intergenic
chr6	chr6_5340105	intergenic
chr6	chr6_5352566	intergenic
chr6	chr6_5354676	intergenic
chr6	chr6_5361928	intergenic
chr6	chr6_5367024	intergenic
chr6	chr6_5370147	intergenic
chr6	chr6_5378307	intergenic
chr6	chr6_5378742	intergenic
chr6	chr6_5380426	intergenic
chr6	chr6_5384968	intergenic
chr6	chr6_5390029	intergenic
chr6	chr6_5392911	intergenic
chr6	chr6_5394217	intergenic
chr6	chr6_5394343	intergenic
chr6	chr6_5403622	intergenic
chr6	chr6_5404872	intergenic
chr6	chr6_5414941	intergenic
chr6	chr6_5417378	intergenic
chr6	chr6_5421063	intergenic
chr6	chr6_5426198	intergenic
chr6	chr6_5433265	intergenic
chr6	chr6_5436056	intergenic
chr6	chr6_5445044	intergenic
chr6	chr6_5446865	intergenic
chr6	chr6_5449160	intergenic
chr6	chr6_5450527	intergenic
chr6	chr6_5455571	intergenic
chr6	chr6_5456141	intergenic
chr6	chr6_5462200	intergenic
chr6	chr6_5462948	intergenic
chr6	chr6_5465247	intergenic
chr6	chr6_5467651	intergenic
chr6	chr6_5473832	intergenic
chr6	chr6_5476667	intergenic
chr6	chr6_5478680	intergenic
chr6	chr6_5481553	intergenic
chr6	chr6_5482983	intergenic
chr6	chr6_5483942	intergenic
chr6	chr6_5486441	intergenic
chr6	chr6_5486947	intergenic
chr6	chr6_5491238	intergenic
chr6	chr6_5495799	intergenic
chr6	chr6_5496217	intergenic
chr6	chr6_5496648	intergenic
chr6	chr6_5501153	intergenic
chr6	chr6_5506789	intergenic
chr6	chr6_5515478	intergenic
chr6	chr6_5519120	intergenic
chr6	chr6_5519649	intergenic
chr6	chr6_5523513	intergenic
chr6	chr6_5528763	intergenic
chr6	chr6_5528994	intergenic
chr6	chr6_5531831	intergenic
chr6	chr6_5534741	intergenic
chr6	chr6_5537049	intergenic
chr6	chr6_5539199	intergenic
chr6	chr6_5544678	intergenic
chr6	chr6_5551855	intergenic
chr6	chr6_5557044	intergenic
chr6	chr6_5564735	intergenic
chr6	chr6_5568935	intergenic
chr6	chr6_5570116	intergenic
chr6	chr6_5571007	intergenic
chr6	chr6_5605636	intergenic
chr6	chr6_5607037	intergenic
chr6	chr6_5611593	intergenic
chr6	chr6_5612464	intergenic
chr6	chr6_5613564	intergenic
chr6	chr6_5616912	intergenic
chr6	chr6_5618348	intergenic
chr6	chr6_5624465	intergenic
chr6	chr6_5628533	intergenic
chr6	chr6_5647875	intergenic
chr6	chr6_5651259	intergenic
chr6	chr6_5651525	intergenic
chr6	chr6_5654318	intergenic
chr6	chr6_5657639	intergenic
chr6	chr6_5664381	intergenic
chr6	chr6_5669565	intergenic
chr6	chr6_5671025	intergenic
chr6	chr6_5673886	intergenic
chr6	chr6_5679988	intergenic
chr6	chr6_5684879	intergenic
chr6	chr6_5693130	intergenic
chr6	chr6_5698747	intergenic
chr6	chr6_5720703	intergenic
chr6	chr6_5728596	intergenic
chr6	chr6_5732915	intergenic
chr6	chr6_5740472	intergenic
chr6	chr6_5742759	intergenic
chr6	chr6_5743973	intergenic
chr6	chr6_5748637	intergenic
chr6	chr6_5750686	intergenic
chr6	chr6_5751769	intergenic
chr6	chr6_5756348	intergenic
chr6	chr6_5758981	intergenic
chr6	chr6_5765556	intergenic
chr6	chr6_5772036	intergenic
chr6	chr6_5792750	intergenic
chr6	chr6_5793802	intergenic
chr6	chr6_5807989	intergenic
chr6	chr6_5833086	intergenic
chr6	chr6_5836959	intergenic
chr6	chr6_5860976	intergenic
chr6	chr6_5868446	intergenic
chr6	chr6_5871748	intergenic
chr6	chr6_5875873	intergenic
chr6	chr6_5890645	intergenic
chr6	chr6_5894791	intergenic
chr6	chr6_5902255	intergenic
chr6	chr6_5917935	intergenic
chr6	chr6_5919614	intergenic
chr6	chr6_5921747	intergenic
chr6	chr6_5922717	intergenic
chr6	chr6_5923222	intergenic
chr6	chr6_5924396	intergenic
chr6	chr6_5929554	intergenic
chr6	chr6_5935322	intergenic
chr6	chr6_5944208	intergenic
chr6	chr6_5949660	intergenic
chr6	chr6_5958004	intergenic
chr6	chr6_5959231	intergenic
chr6	chr6_5961714	intergenic
chr6	chr6_5967972	intergenic
chr6	chr6_5972930	intergenic
chr6	chr6_5977120	intergenic
chr6	chr6_5979772	intergenic
chr6	chr6_5982693	intergenic
chr6	chr6_5985444	intergenic
chr6	NRN1	up
chr6	chr6_6014724	intergenic
chr6	chr6_6016539	intergenic
chr6	chr6_6020715	intergenic
chr6	chr6_6022726	intergenic
chr6	chr6_6026835	intergenic
chr6	chr6_6033472	intergenic
chr6	chr6_6034092	intergenic
chr6	chr6_6036909	intergenic
chr6	chr6_6037704	intergenic
chr6	chr6_6039933	intergenic
chr6	chr6_6044891	intergenic
chr6	chr6_6054033	intergenic
chr6	chr6_6055965	intergenic
chr6	chr6_6072324	intergenic
chr6	chr6_6076299	intergenic
chr6	chr6_6081813	intergenic
chr6	chr6_6081951	intergenic
chr6	chr6_6082608	intergenic
chr6	chr6_6090352	intergenic
chr6	chr6_6092866	intergenic
chr6	chr6_6094106	intergenic
chr6	chr6_6095447	intergenic
chr6	chr6_6107582	intergenic
chr6	chr6_6118705	intergenic
chr6	chr6_6123035	intergenic
chr6	chr6_6124150	intergenic
chr6	chr6_6128256	intergenic
chr6	chr6_6130772	intergenic
chr6	chr6_6134300	intergenic
chr6	chr6_6134833	intergenic
chr6	chr6_6136220	intergenic
chr6	chr6_6143531	intergenic
chr6	chr6_6144341	intergenic
chr6	chr6_6149039	intergenic
chr6	chr6_6150380	intergenic
chr6	chr6_6151994	intergenic
chr6	MIR5683	NA
chr6	chr6_6170999	intergenic
chr6	chr6_6175210	intergenic
chr6	chr6_6178950	intergenic
chr6	chr6_6179555	intergenic
chr6	chr6_6181033	intergenic
chr6	chr6_6185152	intergenic
chr6	chr6_6189716	intergenic
chr6	chr6_6194603	intergenic
chr6	chr6_6196998	intergenic
chr6	chr6_6202520	intergenic
chr6	chr6_6231719	intergenic
chr6	chr6_6236037	intergenic
chr6	chr6_6238632	intergenic
chr6	chr6_6240493	intergenic
chr6	chr6_6242151	intergenic
chr6	chr6_6243221	intergenic
chr6	chr6_6247039	intergenic
chr6	chr6_6253072	intergenic
chr6	chr6_6258207	intergenic
chr6	chr6_6259012	intergenic
chr6	chr6_6263251	intergenic
chr6	chr6_6265826	intergenic
chr6	chr6_6266100	intergenic
chr6	chr6_6268136	intergenic
chr6	chr6_6273685	intergenic
chr6	chr6_6275277	intergenic
chr6	chr6_6275975	intergenic
chr6	chr6_6284836	intergenic
chr6	chr6_6284932	intergenic
chr6	chr6_6286729	intergenic
chr6	chr6_6287875	intergenic
chr6	chr6_6292108	intergenic
chr6	chr6_6293298	intergenic
chr6	chr6_6299241	intergenic
chr6	chr6_6302402	intergenic
chr6	chr6_6305975	intergenic
chr6	chr6_6306126	intergenic
chr6	chr6_6311130	intergenic
chr6	chr6_6313082	intergenic
chr6	F13A1	stable
chr6	chr6_6323214	intergenic
chr6	chr6_6325104	intergenic
chr6	chr6_6331440	intergenic
chr6	chr6_6333244	intergenic
chr6	chr6_6335004	intergenic
chr6	chr6_6338907	intergenic
chr6	chr6_6339830	intergenic
chr6	chr6_6344838	intergenic
chr6	chr6_6348737	intergenic
chr6	chr6_6355449	intergenic
chr6	chr6_6375495	intergenic
chr6	chr6_6378679	intergenic
chr6	chr6_6380186	intergenic
chr6	chr6_6387973	intergenic
chr6	chr6_6393775	intergenic
chr6	chr6_6394027	intergenic
chr6	chr6_6395657	intergenic
chr6	chr6_6400938	intergenic
chr6	chr6_6402424	intergenic
chr6	chr6_6403487	intergenic
chr6	chr6_6407123	intergenic
chr6	chr6_6407224	intergenic
chr6	chr6_6415213	intergenic
chr6	chr6_6417206	intergenic
chr6	chr6_6437300	intergenic
chr6	chr6_6440331	intergenic
chr6	chr6_6441976	intergenic
chr6	chr6_6451836	intergenic
chr6	chr6_6454172	intergenic
chr6	chr6_6456166	intergenic
chr6	chr6_6459524	intergenic
chr6	chr6_6462140	intergenic
chr6	chr6_6466458	intergenic
chr6	chr6_6466699	intergenic
chr6	chr6_6475266	intergenic
chr6	chr6_6476698	intergenic
chr6	chr6_6477500	intergenic
chr6	chr6_6485802	intergenic
chr6	chr6_6501184	intergenic
chr6	chr6_6508602	intergenic
chr6	chr6_6509512	intergenic
chr6	chr6_6512764	intergenic
chr6	chr6_6529200	intergenic
chr6	chr6_6531583	intergenic
chr6	chr6_6532599	intergenic
chr6	chr6_6533835	intergenic
chr6	chr6_6535965	intergenic
chr6	chr6_6538654	intergenic
chr6	chr6_6542848	intergenic
chr6	chr6_6551695	intergenic
chr6	chr6_6554525	intergenic
chr6	chr6_6555517	intergenic
chr6	chr6_6556363	intergenic
chr6	chr6_6559239	intergenic
chr6	chr6_6568591	intergenic
chr6	chr6_6573686	intergenic
chr6	LY86	stable
chr6	chr6_6600900	intergenic
chr6	chr6_6603062	intergenic
chr6	chr6_6609651	intergenic
chr6	chr6_6610771	intergenic
chr6	chr6_6612031	intergenic
chr6	chr6_6614525	intergenic
chr6	chr6_6616462	intergenic
chr6	chr6_6620734	intergenic
chr6	chr6_6627074	intergenic
chr6	chr6_6628809	intergenic
chr6	chr6_6631627	intergenic
chr6	chr6_6634487	intergenic
chr6	chr6_6642950	intergenic
chr6	chr6_6652342	intergenic
chr6	chr6_6660448	intergenic
chr6	chr6_6664695	intergenic
chr6	chr6_6672183	intergenic
chr6	chr6_6676012	intergenic
chr6	chr6_6684374	intergenic
chr6	chr6_6707620	intergenic
chr6	chr6_6712240	intergenic
chr6	chr6_6718041	intergenic
chr6	chr6_6719530	intergenic
chr6	chr6_6720587	intergenic
chr6	chr6_6722375	intergenic
chr6	chr6_6724312	intergenic
chr6	chr6_6736101	intergenic
chr6	chr6_6740937	intergenic
chr6	chr6_6744626	intergenic
chr6	chr6_6745191	intergenic
chr6	chr6_6753530	intergenic
chr6	chr6_6759715	intergenic
chr6	chr6_6765370	intergenic
chr6	chr6_6769656	intergenic
chr6	chr6_6772963	intergenic
chr6	chr6_6776188	intergenic
chr6	chr6_6778801	intergenic
chr6	chr6_6780343	intergenic
chr6	chr6_6782238	intergenic
chr6	chr6_6783367	intergenic
chr6	chr6_6787279	intergenic
chr6	chr6_6794463	intergenic
chr6	chr6_6801184	intergenic
chr6	chr6_6804339	intergenic
chr6	chr6_6807741	intergenic
chr6	chr6_6812166	intergenic
chr6	chr6_6820807	intergenic
chr6	chr6_6824629	intergenic
chr6	chr6_6825255	intergenic
chr6	chr6_6825879	intergenic
chr6	chr6_6829709	intergenic
chr6	chr6_6842225	intergenic
chr6	chr6_6843061	intergenic
chr6	chr6_6843965	intergenic
chr6	chr6_6844049	intergenic
chr6	chr6_6845000	intergenic
chr6	chr6_6851811	intergenic
chr6	chr6_6852206	intergenic
chr6	chr6_6853447	intergenic
chr6	chr6_6860696	intergenic
chr6	chr6_6865183	intergenic
chr6	chr6_6869554	intergenic
chr6	chr6_6870707	intergenic
chr6	chr6_6871852	intergenic
chr6	chr6_6874873	intergenic
chr6	chr6_6879068	intergenic
chr6	chr6_6908049	intergenic
chr6	chr6_6911879	intergenic
chr6	chr6_6914362	intergenic
chr6	chr6_6917913	intergenic
chr6	chr6_6925506	intergenic
chr6	chr6_6930397	intergenic
chr6	chr6_6931194	intergenic
chr6	chr6_6934207	intergenic
chr6	chr6_6938588	intergenic
chr6	chr6_6939128	intergenic
chr6	chr6_6940106	intergenic
chr6	chr6_6951452	intergenic
chr6	chr6_6958280	intergenic
chr6	chr6_6963965	intergenic
chr6	chr6_6964481	intergenic
chr6	chr6_6964683	intergenic
chr6	chr6_6970509	intergenic
chr6	chr6_6973755	intergenic
chr6	chr6_6979799	intergenic
chr6	chr6_6994550	intergenic
chr6	chr6_7008321	intergenic
chr6	chr6_7008941	intergenic
chr6	chr6_7027861	intergenic
chr6	snoU13.433	NA
chr6	chr6_7043262	intergenic
chr6	chr6_7051461	intergenic
chr6	chr6_7058435	intergenic
chr6	chr6_7058794	intergenic
chr6	chr6_7065645	intergenic
chr6	chr6_7073980	intergenic
chr6	chr6_7091083	intergenic
chr6	chr6_7093588	intergenic
chr6	chr6_7102205	intergenic
chr6	RREB1	stable
chr6	chr6_7110201	intergenic
chr6	chr6_7114602	intergenic
chr6	chr6_7115984	intergenic
chr6	chr6_7118914	intergenic
chr6	chr6_7122389	intergenic
chr6	chr6_7128336	intergenic
chr6	chr6_7128821	intergenic
chr6	chr6_7129853	intergenic
chr6	chr6_7135999	intergenic
chr6	chr6_7137276	intergenic
chr6	chr6_7143187	intergenic
chr6	chr6_7143223	intergenic
chr6	chr6_7145102	intergenic
chr6	chr6_7147884	intergenic
chr6	chr6_7151384	intergenic
chr6	chr6_7154411	intergenic
chr6	chr6_7156258	intergenic
chr6	chr6_7158927	intergenic
chr6	chr6_7169958	intergenic
chr6	chr6_7179163	intergenic
chr6	chr6_7181941	intergenic
chr6	chr6_7182574	intergenic
chr6	chr6_7197334	intergenic
chr6	chr6_7197583	intergenic
chr6	chr6_7198981	intergenic
chr6	chr6_7199242	intergenic
chr6	chr6_7199257	intergenic
chr6	chr6_7204131	intergenic
chr6	chr6_7204758	intergenic
chr6	chr6_7205713	intergenic
chr6	chr6_7211449	intergenic
chr6	chr6_7234002	intergenic
chr6	chr6_7239972	intergenic
chr6	chr6_7244828	intergenic
chr6	chr6_7246065	intergenic
chr6	chr6_7246278	intergenic
chr6	chr6_7251423	intergenic
chr6	chr6_7253838	intergenic
chr6	chr6_7254988	intergenic
chr6	chr6_7255432	intergenic
chr6	chr6_7257246	intergenic
chr6	chr6_7260233	intergenic
chr6	chr6_7264697	intergenic
chr6	chr6_7270091	intergenic
chr6	chr6_7278514	intergenic
chr6	chr6_7280440	intergenic
chr6	chr6_7283930	intergenic
chr6	chr6_7287638	intergenic
chr6	chr6_7290157	intergenic
chr6	chr6_7290188	intergenic
chr6	chr6_7298322	intergenic
chr6	chr6_7298478	intergenic
chr6	chr6_7298920	intergenic
chr6	chr6_7299521	intergenic
chr6	chr6_7303826	intergenic
chr6	chr6_7312142	intergenic
chr6	chr6_7314566	intergenic
chr6	chr6_7315266	intergenic
chr6	chr6_7324883	intergenic
chr6	chr6_7328649	intergenic
chr6	chr6_7330111	intergenic
chr6	chr6_7330282	intergenic
chr6	chr6_7330881	intergenic
chr6	chr6_7332141	intergenic
chr6	chr6_7332160	intergenic
chr6	chr6_7335191	intergenic
chr6	chr6_7340840	intergenic
chr6	chr6_7345301	intergenic
chr6	SSR1	stable
chr6	chr6_7355422	intergenic
chr6	chr6_7357817	intergenic
chr6	chr6_7365041	intergenic
chr6	chr6_7376205	intergenic
chr6	chr6_7378347	intergenic
chr6	chr6_7378450	intergenic
chr6	chr6_7386150	intergenic
chr6	chr6_7388537	intergenic
chr6	RIOK1	stable
chr6	chr6_7391728	intergenic
chr6	chr6_7392747	intergenic
chr6	chr6_7394000	intergenic
chr6	chr6_7395859	intergenic
chr6	chr6_7406067	intergenic
chr6	chr6_7408156	intergenic
chr6	chr6_7411260	intergenic
chr6	chr6_7419210	intergenic
chr6	chr6_7419527	intergenic
chr6	chr6_7419662	intergenic
chr6	chr6_7420896	intergenic
chr6	chr6_7424311	intergenic
chr6	chr6_7426776	intergenic
chr6	chr6_7434349	intergenic
chr6	chr6_7439787	intergenic
chr6	chr6_7443438	intergenic
chr6	chr6_7445733	intergenic
chr6	chr6_7450537	intergenic
chr6	chr6_7454575	intergenic
chr6	chr6_7468453	intergenic
chr6	chr6_7468792	intergenic
chr6	chr6_7470119	intergenic
chr6	chr6_7473100	intergenic
chr6	chr6_7489766	intergenic
chr6	chr6_7498929	intergenic
chr6	chr6_7499463	intergenic
chr6	chr6_7526596	intergenic
chr6	chr6_7529881	intergenic
chr6	chr6_7534355	intergenic
chr6	chr6_7536458	intergenic
chr6	DSP	stable
chr6	chr6_7545493	intergenic
chr6	chr6_7555205	intergenic
chr6	chr6_7557406	intergenic
chr6	chr6_7564739	intergenic
chr6	chr6_7569313	intergenic
chr6	chr6_7569654	intergenic
chr6	chr6_7570354	intergenic
chr6	chr6_7574527	intergenic
chr6	chr6_7575039	intergenic
chr6	chr6_7579231	intergenic
chr6	chr6_7579647	intergenic
chr6	chr6_7581506	intergenic
chr6	chr6_7584307	intergenic
chr6	chr6_7586040	intergenic
chr6	SNRNP48	stable
chr6	chr6_7594610	intergenic
chr6	chr6_7596165	intergenic
chr6	chr6_7600200	intergenic
chr6	chr6_7602814	intergenic
chr6	chr6_7604113	intergenic
chr6	chr6_7608058	intergenic
chr6	chr6_7612043	intergenic
chr6	chr6_7614709	intergenic
chr6	chr6_7618073	intergenic
chr6	chr6_7622269	intergenic
chr6	chr6_7625128	intergenic
chr6	chr6_7632456	intergenic
chr6	chr6_7644312	intergenic
chr6	chr6_7646167	intergenic
chr6	chr6_7648309	intergenic
chr6	chr6_7659524	intergenic
chr6	chr6_7660219	intergenic
chr6	chr6_7667607	intergenic
chr6	chr6_7670545	intergenic
chr6	chr6_7673093	intergenic
chr6	chr6_7676049	intergenic
chr6	chr6_7679825	intergenic
chr6	chr6_7683696	intergenic
chr6	chr6_7687834	intergenic
chr6	chr6_7688830	intergenic
chr6	chr6_7691106	intergenic
chr6	chr6_7692551	intergenic
chr6	chr6_7698906	intergenic
chr6	chr6_7700281	intergenic
chr6	chr6_7702850	intergenic
chr6	chr6_7704555	intergenic
chr6	chr6_7708514	intergenic
chr6	chr6_7718577	intergenic
chr6	chr6_7721971	intergenic
chr6	chr6_7723376	intergenic
chr6	BMP6	stable
chr6	chr6_7729966	intergenic
chr6	chr6_7739612	intergenic
chr6	chr6_7742576	intergenic
chr6	chr6_7748557	intergenic
chr6	chr6_7748930	intergenic
chr6	chr6_7758877	intergenic
chr6	chr6_7759863	intergenic
chr6	chr6_7761339	intergenic
chr6	chr6_7762843	intergenic
chr6	chr6_7767844	intergenic
chr6	chr6_7775626	intergenic
chr6	chr6_7784756	intergenic
chr6	chr6_7790841	intergenic
chr6	chr6_7799294	intergenic
chr6	chr6_7802439	intergenic
chr6	chr6_7803451	intergenic
chr6	chr6_7809892	intergenic
chr6	chr6_7810856	intergenic
chr6	chr6_7812675	intergenic
chr6	chr6_7815701	intergenic
chr6	chr6_7818411	intergenic
chr6	chr6_7821422	intergenic
chr6	chr6_7824913	intergenic
chr6	chr6_7825447	intergenic
chr6	chr6_7830185	intergenic
chr6	chr6_7832413	intergenic
chr6	chr6_7837161	intergenic
chr6	chr6_7840841	intergenic
chr6	chr6_7842790	intergenic
chr6	chr6_7843709	intergenic
chr6	chr6_7846010	intergenic
chr6	chr6_7848433	intergenic
chr6	chr6_7848961	intergenic
chr6	chr6_7853500	intergenic
chr6	chr6_7854823	intergenic
chr6	chr6_7855574	intergenic
chr6	chr6_7857881	intergenic
chr6	chr6_7858055	intergenic
chr6	chr6_7858090	intergenic
chr6	chr6_7859140	intergenic
chr6	chr6_7868187	intergenic
chr6	chr6_7871210	intergenic
chr6	chr6_7874173	intergenic
chr6	chr6_7875023	intergenic
chr6	chr6_7879557	intergenic
chr6	chr6_7888732	intergenic
chr6	chr6_7890236	intergenic
chr6	chr6_7890387	intergenic
chr6	chr6_7894656	intergenic
chr6	chr6_7895623	intergenic
chr6	TXNDC5	stable
chr6	chr6_7912102	intergenic
chr6	chr6_7917785	intergenic
chr6	chr6_7919553	intergenic
chr6	chr6_7923546	intergenic
chr6	chr6_7929707	intergenic
chr6	chr6_7933639	intergenic
chr6	chr6_7939269	intergenic
chr6	chr6_7939938	intergenic
chr6	chr6_7943303	intergenic
chr6	chr6_7948214	intergenic
chr6	chr6_7950019	intergenic
chr6	chr6_7957551	intergenic
chr6	chr6_7960928	intergenic
chr6	chr6_7970855	intergenic
chr6	chr6_7972969	intergenic
chr6	chr6_7976040	intergenic
chr6	chr6_7976454	intergenic
chr6	chr6_7978357	intergenic
chr6	chr6_7982204	intergenic
chr6	chr6_7982227	intergenic
chr6	chr6_7985197	intergenic
chr6	chr6_7985842	intergenic
chr6	chr6_7991682	intergenic
chr6	chr6_7999371	intergenic
chr6	chr6_8001292	intergenic
chr6	chr6_8004090	intergenic
chr6	chr6_8005384	intergenic
chr6	chr6_8008313	intergenic
chr6	chr6_8010089	intergenic
chr6	chr6_8010627	intergenic
chr6	chr6_8014267	intergenic
chr6	chr6_8015073	intergenic
chr6	chr6_8015170	intergenic
chr6	chr6_8015787	intergenic
chr6	chr6_8032372	intergenic
chr6	chr6_8042759	intergenic
chr6	chr6_8043118	intergenic
chr6	chr6_8043217	intergenic
chr6	chr6_8046865	intergenic
chr6	BLOC1S5-TXNDC5	NA
chr6	chr6_8065740	intergenic
chr6	chr6_8066026	intergenic
chr6	chr6_8069351	intergenic
chr6	chr6_8069468	intergenic
chr6	chr6_8076099	intergenic
chr6	chr6_8078416	intergenic
chr6	chr6_8082474	intergenic
chr6	chr6_8084904	intergenic
chr6	chr6_8085959	intergenic
chr6	chr6_8088177	intergenic
chr6	EEF1E1	stable
chr6	chr6_8105865	intergenic
chr6	chr6_8105906	intergenic
chr6	chr6_8110863	intergenic
chr6	chr6_8113967	intergenic
chr6	chr6_8115194	intergenic
chr6	chr6_8115748	intergenic
chr6	chr6_8116877	intergenic
chr6	chr6_8118019	intergenic
chr6	chr6_8118652	intergenic
chr6	chr6_8119581	intergenic
chr6	chr6_8120334	intergenic
chr6	chr6_8123145	intergenic
chr6	chr6_8124642	intergenic
chr6	chr6_8125480	intergenic
chr6	chr6_8128066	intergenic
chr6	chr6_8129595	intergenic
chr6	chr6_8130925	intergenic
chr6	chr6_8131060	intergenic
chr6	chr6_8132095	intergenic
chr6	chr6_8133834	intergenic
chr6	chr6_8139887	intergenic
chr6	chr6_8141312	intergenic
chr6	chr6_8142062	intergenic
chr6	chr6_8142496	intergenic
chr6	chr6_8143546	intergenic
chr6	chr6_8148919	intergenic
chr6	chr6_8155052	intergenic
chr6	chr6_8158352	intergenic
chr6	chr6_8160426	intergenic
chr6	chr6_8162294	intergenic
chr6	chr6_8172704	intergenic
chr6	chr6_8181242	intergenic
chr6	chr6_8183405	intergenic
chr6	chr6_8189677	intergenic
chr6	chr6_8191769	intergenic
chr6	chr6_8197375	intergenic
chr6	chr6_8200591	intergenic
chr6	chr6_8202453	intergenic
chr6	chr6_8206681	intergenic
chr6	chr6_8211680	intergenic
chr6	chr6_8218412	intergenic
chr6	chr6_8219567	intergenic
chr6	chr6_8221302	intergenic
chr6	chr6_8226132	intergenic
chr6	chr6_8227697	intergenic
chr6	chr6_8232468	intergenic
chr6	chr6_8241445	intergenic
chr6	chr6_8391653	intergenic
chr6	chr6_8397637	intergenic
chr6	chr6_8409781	intergenic
chr6	chr6_8410179	intergenic
chr6	chr6_8412053	intergenic
chr6	chr6_8414644	intergenic
chr6	chr6_8418053	intergenic
chr6	chr6_8419977	intergenic
chr6	chr6_8420829	intergenic
chr6	SLC35B3	stable
chr6	chr6_8442580	intergenic
